건축물명,건축물 위치,층수(지상_지하),조사년도,총발생량(톤),일평균발생량(톤/일),미사용_하수도방류(톤/일)
충무로엘크루메트로시티2,퇴계로49길 14,20/5,2024,4368.0,24.0,24.0
신세계 도심연수원,장충동 56-85,6/5,2024,7.3,0.04,0.04
㈜디앤오 교육연구시설,소파로 131,4/3,2024,87.4,0.48,0.48
장교12지구도시정비산업 신축공사장,청계천로 106,17/6,2024,0.0,0.0,0.0
한외빌딩,다동길 43,15/5,2024,0.0,0.0,0.0
건설업 우원개발㈜,봉래동2가 124,1/1,2024,24206.0,133.0,133.0
ytn빌딩,세종대로 17,20/6,2024,0.0,0.0,0.0
동화약품사옥 신축공사장,순화동 5-1,16/5,2024,78.3,0.43,0.43
브릴란테덕수궁오피스텔 건축현장,북창동 111-1,15/3,2024,664.3,3.65,3.65
쌍용더플래티넘 서울역 오피스텔,청파로 454,22/7,2024,5278.0,29.0,26.0
서울 파이넨스센타,세종대로 136,30/8,2024,0.0,0.0,0.0
르메르디앙 서울 명동,명동8나길 38,15/5,2024,7243.6,39.8,39.8
봉래구역 제1지구 도시정비형 재개발사업,칠패로 28,1/1,2024,955.5,5.25,5.25
힐스테이트 세운센트럴 2단지,입정동 280,27/8,2024,26271.7,144.35,114.55
힐스테이트 세운센트럴 1단지,입정동 277,27/8,2024,33670.0,185.0,106.0
에피소드신촌369,노고산동 57-50,20/5,2024,0.0,0.0,0.0
아일렉스홍대,동교동 160-4,11/6,2024,600.6,3.3,3.3
아현변전소,아현동 275-5,3/1,2024,14095.9,77.45,77.45
신촌숲아이파크,신수동 93-102,35/3,2024,9811.6,53.91,53.91
마포웨스트리버 태영데시앙,창전동 449,21/3,2024,658.8,3.62,3.62
sk리더스뷰아파트,공덕동 385-52,29/5,2024,6615.7,36.35,36.35
엘지씨앤에스,월드컵북로 424 (상암동),12/4,2024,3301.5,18.14,18.14
메트로디오빌,백범로 199 (신공덕동),30/8,2024,4500.9,24.73,24.73
효성인텔리안,마포대로 208 (아현동) ,21/6,2024,389.5,2.14,2.14
파크팰리스2아파트,마포대로 143 (공덕동),21/4,2024,449.5,2.47,-0.03
㈜명동밀레오레관리단,퇴계로 115,17/7,2024,1346.8,7.4,7.4
㈜굿모닝시티,장충단로 247,16/7,2024,3166.8,17.4,17.4
황학아크로타워,퇴계로 447,20/6,2024,1.8,0.01,0.01
두산타워,장충단로 275,33/7,2024,5460.0,30.0,25.4
힐스테이트청량리역,왕산로 239(청량리동 235-6),20층/지하7층,2024,3694.6,20.3,20.3
드플랏장안,장한로 82(장안동 364-3),20층/지하4층,2024,9300.2,51.1,51.1
청량리 메트로블,용두동 26-14,28층/지하6층,2024,18673.2,102.6,102.6
청량리 리버리치3차,왕산로 184(전농동620-20),15층/지하3층,2024,1601.6,8.8,8.8
힐스테이트장안센트럴,장안동 366-7,20층/지하6층,2024,6424.6,35.3,35.3
힐스테이트청계,천호대로55길 11(답십리동 1009),30층/지하3층,2024,72.8,0.4,0.4
휘경sk뷰아파트,휘경로 60(휘경동 128-12),29층/지하3층,2024,50887.2,279.6,0.0
민족통일빌,홍릉로3길 55(제기동 615-1),5층/지하1층,2024,1456.0,8.0,8.0
글로리아타워,신설동 98-30,16층/지하2층,2024,182.0,1.0,1.0
신설동역자이르네 신축공사,신설동 96-48,20층/지하4층,2024,25771.2,141.6,141.6
케이티 청량지점,홍릉로 58(청량리동 368),3층/지하1층,2024,109.2,0.6,0.6
이문휘경지웰에스테이트,휘경동 377,20층/지하3층,2024,9919.0,54.5,54.5
롯데캐슬피렌체 상가,정릉천동로 58(용두동 790),14층/지하3층,2024,1237.6,6.8,6.8
롯데캐슬스카이엘65 아파트 입주자대표회의,답십리로 27(전농동 620-47),65층/지하7층,2024,16216.2,89.1,89.1
해링턴플레이스,고산자로34길 70(용두동 11-1),40층/지하6층,2024,1073.8,5.9,5.9
동대문구청장,천호대로 145(용두동 39-9),9층/지하2층,2024,7079.8,38.9,38.9
홈플러스 동대문점,천호대로 133(용두동 33-1),6층/지하3층,2024,3057.6,16.8,16.8
그레이스앤존,장한로23길 11-9(장안동 372-7),13층/지하1층,2024,182.0,1.0,1.0
현대썬앤빌,장한로 91(장안동 373-3),20층/지하4층,2024,0.0,0.0,0.0
롯데캐슬아이리스,소공로 35,32/7,2024,0.0,0.0,0.0
리마크빌,다산로 258,22/5,2024,77987.0,428.5,350.5
청계천 위브더제니스,다산로46길 17,38/6,2024,6606.6,36.3,30.4
한화금융센터,세종대로 92,25/6,2024,3185.0,17.5,0.0
파인애비뉴,을지로 100,25/6,2024,4004.0,22.0,21.0
동국제강(페럼타워),을지로5길 19,28/6,2024,5933.2,32.6,32.6
태평로빌딩,세종대로 73,26/6,2024,236.6,1.3,0.0
케이지타워,통일로 92,21/5,2024,8426.6,46.3,0.0
경희궁자이4단지,송월길 155(교북동 126),/,2024,54.6,0.3,0.3
경희궁자이2단지,송월길 99(교남동 161),/,2024,15269.8,83.9,83.9
경희궁자이1단지,송월길 130(행촌동 211),/,2024,3276.0,18.0,18.0
시그나타워,삼봉로 48,23/6,2024,946.4,5.2,5.2
트윈 트리,율곡로 6,17/8,2024,5241.6,28.8,28.8
원서동 교육연구시설,원서동 106-1,3/3,2024,800.8,4.4,4.4
강북삼성병원,새문안로 29,15/3,2024,2675.4,14.7,14.7
잠실프로젝트금융투자(주),올림픽로35가길 9(신천동 11-4),39/4,2024,7574.0,41.62,41.62
잠실롯데,올림픽로 240(잠실동 40-1),33/3,2024,71504.0,392.88,392.88
갤러리아팰리스,올림픽로 212(잠실동 40),46/5,2024,16642.0,91.44,91.44
서울시체육시설관리사업소,"올림픽로 25(잠실동 10 ,서울종합운동장 )",3/1,2024,11000.0,60.44,60.44
체육시설관리사업소,올림픽로 25(잠실동 10),3/1,2024,13907.0,76.41,76.41
송파테라타워2,"송파대로 201(문정동 642 ,현대엔지니어링 1-1블럭 )",17/4,2024,14925.0,82.01,82.01
파크하비오 오피스텔,송파대로 111(문정동 618),19/4,2024,3416.0,18.77,18.77
파크하비오 푸르지오아파트,"송파대로 111, 지하4층 (문정동 618)",19/4,2024,29.0,0.16,0.16
테라타워,"문정동 651 ,문정지식산업센터3-1블럭 ), 송파대로 167",16/5,2024,5837.0,32.07,32.07
문정대명벨리온,"문정동 641-4 ,4-3블럭 ), 법원로 127, ㈜대명건설",16/4,2024,7.0,0.04,0.04
문정파트너스,법원로 92(문정동 651-10),12/4,2024,6.0,0.03,0.03
에이치비지니스파크,"문정동 645-2 ,문정지식산업 쎈타7-2블럭 ), 법원로9길 26",15/4,2024,361.0,1.98,1.98
에이제이빌딩,"정의로8길 9, 15층 (문정동 640-5 ,AJ빌딩(안상면) )",15/3,2024,5201.0,28.58,28.58
서울복합물류프로젝트금융투자(주),장지동 674,11/5,2024,97569.0,536.09,486.09
문정프라자,중대로 80(문정동 150-2),3/6,2024,1035.0,5.69,5.69
(주)가든파이브 라이프,충민로 66(문정동 516),11/5,2024,61050.0,335.44,220.44
가든파이브웍스,충민로 52(문정동 289),10/5,2024,4251.0,23.36,23.36
헬리오시티,"송파대로 345(가락동 479 ,가락시영아파트 ), 헬리오시티1~5권역",10~35/2~3,2024,149450.0,821.15,821.15
가락동 농수산물도매시장(1~16호(가락시장현대화)),양재대로 932(가락동 600),18/3,2024,114599.0,629.66,346.52
강남중앙교회,석촌호수로 162(삼전동 111-16),8/4,2024,2160.0,11.87,11.87
석촌호수 효성해링턴타워,"석촌호수로 210(석촌동 24-3 ,석촌호수효성해링턴타워 )",22/5,2024,6611.0,36.32,21.32
대한불교조계종불광사,백제고분로39길 35(석촌동 160-1),6/5,2024,15500.0,85.16,85.16
미켈란 호수가,석촌호수로 230(석촌동 158-5),26/4,2024,720.0,3.96,3.96
한솔병원-신관있음,"송파대로 445(석촌동 174-13 ,한솔병원 )",7/4,2024,21.0,0.12,0.12
송파씨엠빌딩,송파대로34길 29(송파동 185-5),7/4,2024,2082.0,11.44,11.44
잠실대우레이크월드,석촌호수로 298(송파동 58-1),28/5,2024,18.0,0.1,0.1
경남레이크파크오피스텔상가동,석촌호수로 268(송파동 32-1),24/5,2024,12.0,0.07,0.07
장은빌딩,"방이동44-2, (지하), 위례성대로 2",19/4,2024,1385.0,7.61,7.61
잠실리시온,오금로 87(방이동 22-5),23/7,2024,3583.0,19.69,2.02
현대토픽스,위례성대로 6(방이동 44-3),20/7,2024,1620.0,8.9,8.9
씨젠송파빌딩,오금로 81(방이동 22-3),15/5,2024,14552.0,79.96,79.96
우미건설,역삼동 824-22,/,2024,273.0,1.5,1.5
KT중부유선운용센터 통신구팀,강남구 신사동 610-2,/,2024,837.2,4.6,4.6
동일건설㈜,서울특별시 강남구  (신사동 561-3),17/4,2024,8372.0,46.0,46.0
주식회사 아난티,논현로136길11(논현동79-3),6/5,2024,21476.0,118.0,118.0
㈜스마트라이프,세곡동,/,2024,21312.2,117.1,117.1
현대엔지니어링,서울특별시 강남구  (역삼동 831-11),29/7,2024,1547.0,8.5,8.5
오리온 도곡 신사옥 신축공사,서울특별시 강남구  (도곡동 177-2),10/6,2024,1638.0,9.0,9.0
(주)한라인더스트리 공사현장,테헤란로33길 12(역삼동678-18),0/0,2024,473.2,2.6,2.6
LG역삼 에클라트,테헤란로20길 19(역삼동 736-24),12/4,2024,36.4,0.2,0.2
비제바노빌딩,강남대로 464(역삼동 809),7/4,2024,0.0,0.0,0.0
유호산업개발,테헤란로19길 70(역삼동626-9),2/2,2024,0.0,0.0,0.0
에이원 청담빌딩,도산대로55길48(청담동83-2),5/3,2024,0.0,0.0,0.0
광림교회 목자관,압구정로22길 32(신사동 568-21),5/1,2024,54.6,0.3,0.3
강남엑슬루 프라임 공사현장,자곡로172(자곡동 650),0/0,2024,0.0,0.0,0.0
근린생활시설,논현로 156(도곡동 515-1),7/3,2024,0.0,0.0,0.0
파비스빌딩(하이프린트24),논현로 172(도곡동 410-9),7/3,2024,2730.0,15.0,20.6
서울대학교 의과대학장,대학로 103(연건동) ,6/2,2024,35653.8,195.9,177.9
포시즌스호텔,새문안로 97(당주동) ,18/7,2024,0.0,0.0,0.0
서울대학교병원 의학연구혁신센터,대학로 71(연건동),4/5,2024,0.0,0.0,0.0
대림산업(주)광화문D타워,청진동 249 ,23/8,2024,2821.0,15.5,15.5
지에스건설,종로 33(청진동) ,24/7,2024,18545.8,101.9,44.9
(주)한국투자사모종로플레이스,창경궁로 120(인의동),14/7,2024,13504.4,74.2,38.2
서울대병원(외래암센터),"대학로 101(연건동 ,서울대학교병원 ) ",6/4,2024,473.2,2.6,2.6
소나무㈜,동호로38길 24(종로5가),5/2,2024,473.2,2.6,2.6
종로청계힐스테이트,숭인동길 21(숭인동),18/?,2024,9846.2,54.1,32.1
(주)SERVEONE) (주)서브원,필운대로 80(옥인동) ,5/3,2024,2457.0,13.5,2.5
금융감독원,효자로 11(통의동) ,4/2,2024,36.4,0.2,0.2
국립현대미술관,"삼청로 30(소격동,서울관 ) ",3/3,2024,400.4,2.2,2.2
오피시아관리사무소,새문안로 92(신문로1가) ,24/8,2024,1037.4,5.7,5.7
정부중앙청사별관,사직로8길 60(도렴동) ,16/6,2024,2930.2,16.1,0.1
흥국생명보험㈜,새문안로 68(신문로1가) ,19/3,2024,26317.2,144.6,136.6
종로타워,종로 51(종로2가) ,24/6,2024,18454.8,101.4,52.4
마포트라팰리스,마포대로 53 (도화동),31/5,2024,6806.8,37.4,37.4
교보생명빌딩,신촌로 134 (노고산동),8/4,2024,3208.7,17.63,17.63
상암이안아파텔2,월드컵로 204 (성산동),15/3,2024,4662.8,25.62,25.62
세방오피스텔,독막로 100 (상수동),15/4,2024,1457.8,8.01,8.01
서울삼성아파트,마포대로 262 (아현동),22/2,2024,1044.7,5.74,5.74
태영빌딩,마포대로 144 (공덕동),18/6,2024,2819.2,15.49,15.49
미래프라자,양화로 166 (동교동),15/5,2024,1421.4,7.81,3.81
공덕빌딩(공덕개발),마포대로 119 (공덕동),16/5,2024,298.5,1.64,1.64
한국사회복지회관,만리재로 14 (공덕동),23/7,2024,1.8,0.01,0.01
별정우체국연합회,마포대로 130 (공덕동),18/6,2024,5203.4,28.59,28.59
미래에셋생명(서울신용보증재단),마포대로 163 (공덕동),18/5,2024,380.4,2.09,-0.01
그랜드백화점(정도진흥기업),신촌로 94 (노고산동),12/4,2024,298.5,1.64,1.64
마젤란21,양화로 175 (동교동),18/5,2024,0.0,0.0,0.0
풍림브아이피텔,마포대로 127 (공덕동),18/4,2024,0.0,0.0,0.0
씨에스타워,월드컵북로 137 (성산동),10/2,2024,2244.1,12.33,12.33
명지빌드웰오피스텔,양화로 58 (서교동),15/4,2024,1392.3,7.65,7.65
스페이스오피스텔,서강로 131 (노고산동),15/5,2024,0.0,0.0,0.0
삼성아파트1(신공덕1차삼성래미안아파트),백범로37길 12 (신공덕동),23/1,2024,1350.4,7.42,7.42
마포타워,마포대로4다길 41 (마포동) ,16/3,2024,7949.8,43.68,43.68
엘지펠리스빌딩,양화로 156 (동교동),18/7,2024,15551.9,85.45,42.45
월드컵참누리아파트,월드컵북로38길 53 (중동),25/2,2024,2134.9,11.73,11.73
동성아파트,모래내로3길 4 (성산동),./2,2024,1794.5,9.86,9.86
고려아카데미텔1,마포대로 196 (아현동) ,17/4,2024,3443.4,18.92,18.92
삼성아파트2,만리재로 74 (신공덕동),18/4,2024,6761.3,37.15,37.15
서대문세무서,세무서길 11(홍제동 251),7/3,2024,6024.2,33.1,33.1
신촌더이음63,신촌로 63(창천동 72-22),15/5,2024,0.0,0.0,0.0
북아현문화체육센터,북아현로 51(북아현동 1012-2),4/3,2024,35380.8,194.4,194.4
래미안루센티아 관리사무소,거북골로 100(남가좌동 175),18/0,2024,10392.2,57.1,57.1
돈의문센트레빌,독립문로14길 3(냉천동 261-2),4/3,2024,455.0,2.5,2.5
서울삼성아파트,마포대로 262 (아현동),22/2,2024,1044.7,5.74,5.74
태영빌딩,마포대로 144 (공덕동),18/6,2024,2819.2,15.49,15.49
미래프라자,양화로 166 (동교동),15/5,2024,1421.4,7.81,3.81
공덕빌딩(공덕개발),마포대로 119 (공덕동),16/5,2024,298.5,1.64,1.64
한국사회복지회관,만리재로 14 (공덕동),23/7,2024,1.8,0.01,0.01
별정우체국연합회,마포대로 130 (공덕동),18/6,2024,5203.4,28.59,28.59
세운푸르지오 헤리시티,인현동2가 151-1,26/9,2024,9558.6,52.52,27.52
황학동 한양립스 이노와이즈,마장로9길 2-16,12/6,2024,7407.4,40.7,40.7
장충체육관,동호로 241,3/2,2024,393.1,2.16,2.16
센터포인트 명동 복합 건축물,남대문로2가 9-1,19/3,2024,17817.8,97.9,97.9
티마크 그랜드 호텔,퇴계로 52,19/2,2024,1.8,0.01,0.01
만리동 복합건축물 신축공사장,만리동1가 32-1,13/2,2024,18.2,0.1,0.1
세종투자개발㈜,충무로2가 61-1,8/2,2024,200.2,1.1,1.1
M타워,장충단로 209,7/1,2024,0.0,0.0,0.0
석암빌딩,퇴계로50길 32,4/2,2024,1579.8,8.68,8.68
눈스퀘어,명동길 14,9/2,2024,469.6,2.58,2.58
알로프트 서울명동호텔,남대문로 56,20/5,2024,1543.4,8.48,8.48
청휘빌딩,명동길 48,13/2,2024,2260.4,12.42,12.42
나라키움 중부세무서 ,퇴계로 170,6/5,2024,56.4,0.31,0.31
명동예술극장,명동길 35,5/2,2024,0.0,0.0,0.0
호텔스카이파크,명동9길 22,15/10,2024,609.7,3.35,3.35
안당빌딩,다산로36길 101,5/2,2024,4484.5,24.64,24.64
CJ미래경영연구원,동호로20나길 16,5/6,2024,1838.2,10.1,10.1
맥스타일,마장로 3,18/7,2024,16125.2,88.6,88.6
서울역센트럴자이아파트,만리재로 175,25/3,2024,3625.4,19.92,19.92
서울역한라비발디센트럴아파트,만리재로 177,14/2,2024,862.7,4.74,4.74
브라운스톤연희,연희로 82(연희동 194-30),13/3,2024,0.0,0.0,0.0
충정로대우디오빌,서소문로 37(합동 117),15/6,2024,946.4,5.2,5.2
신촌푸르지오2단지(북아현1-2),북아현로1길 50(북아현동174),/,2024,564.2,3.1,3.1
신촌자이엘라,신촌로 149(대현동104-36),23/6,2024,1965.6,10.8,10.8
명지대학교,거북골로 34(남가좌동 50-3),/,2024,23186.8,127.4,0.0
스위스그랜드호텔,연희로 353(홍은동 201-1),/,2024,5132.4,28.2,28.2
서울여자간호대학,간호대로 38(홍제동 287-89),/,2024,6024.2,33.1,33.1
KT중부유선운용센터 통신구팀,강남구 신사동 610-2,/,2024,837.2,4.6,4.6
우미건설,역삼동 824-22,/,2024,273.0,1.5,1.5
씨젠송파빌딩,오금로 81(방이동 22-3),15/5,2024,14552.0,79.96,79.96
현대토픽스,위례성대로 6(방이동 44-3),20/7,2024,1620.0,8.9,8.9
잠실리시온,오금로 87(방이동 22-5),23/7,2024,3583.0,19.69,2.02
장은빌딩,"방이동44-2, (지하), 위례성대로 2",19/4,2024,1385.0,7.61,7.61
경남레이크파크오피스텔상가동,석촌호수로 268(송파동 32-1),24/5,2024,12.0,0.07,0.07
잠실대우레이크월드,석촌호수로 298(송파동 58-1),28/5,2024,18.0,0.1,0.1
송파씨엠빌딩,송파대로34길 29(송파동 185-5),7/4,2024,2082.0,11.44,11.44
한솔병원-신관있음,"송파대로 445(석촌동 174-13 ,한솔병원 )",7/4,2024,21.0,0.12,0.12
미켈란 호수가,석촌호수로 230(석촌동 158-5),26/4,2024,720.0,3.96,3.96
대한불교조계종불광사,백제고분로39길 35(석촌동 160-1),6/5,2024,15500.0,85.16,85.16
석촌호수 효성해링턴타워,"석촌호수로 210(석촌동 24-3 ,석촌호수효성해링턴타워 )",22/5,2024,6611.0,36.32,21.32
(주)삼천리이엔지,동광로 78(방배동 810-2),5/2,2024,3494.4,19.2,19.2
(주)비와이엔블랙야크,바우뫼로 201(양재동 5-6),8/4,2024,11866.4,65.2,65.2
삼성전자 서울R&D캠퍼스,"성촌길 33(우면동 689 ,삼성전자연구소 )",4/2,2024,29496.7,162.07,162.07
미래에셋생명(서울신용보증재단),마포대로 163 (공덕동),18/5,2024,380.4,2.09,-0.01
그랜드백화점(정도진흥기업),신촌로 94 (노고산동),12/4,2024,298.5,1.64,1.64
마젤란21,양화로 175 (동교동),18/5,2024,0.0,0.0,0.0
풍림브아이피텔,마포대로 127 (공덕동),18/4,2024,0.0,0.0,0.0
씨에스타워,월드컵북로 137 (성산동),10/2,2024,2244.1,12.33,12.33
명지빌드웰오피스텔,양화로 58 (서교동),15/4,2024,1392.3,7.65,7.65
스페이스오피스텔,서강로 131 (노고산동),15/5,2024,0.0,0.0,0.0
삼성아파트1(신공덕1차삼성래미안아파트),백범로37길 12 (신공덕동),23/1,2024,1350.4,7.42,7.42
마포타워,마포대로4다길 41 (마포동) ,16/3,2024,7949.8,43.68,43.68
엘지펠리스빌딩,양화로 156 (동교동),18/7,2024,15551.9,85.45,42.45
월드컵참누리아파트,월드컵북로38길 53 (중동),25/2,2024,2134.9,11.73,11.73
동성아파트,모래내로3길 4 (성산동),./2,2024,1794.5,9.86,9.86
고려아카데미텔1,마포대로 196 (아현동) ,17/4,2024,3443.4,18.92,18.92
삼성아파트2,만리재로 74 (신공덕동),18/4,2024,6761.3,37.15,37.15
서대문세무서,세무서길 11(홍제동 251),7/3,2024,6024.2,33.1,33.1
신촌더이음63,신촌로 63(창천동 72-22),15/5,2024,0.0,0.0,0.0
북아현문화체육센터,북아현로 51(북아현동 1012-2),4/3,2024,35380.8,194.4,194.4
래미안루센티아 관리사무소,거북골로 100(남가좌동 175),18/0,2024,10392.2,57.1,57.1
돈의문센트레빌,독립문로14길 3(냉천동 261-2),4/3,2024,455.0,2.5,2.5
브라운스톤연희,연희로 82(연희동 194-30),13/3,2024,0.0,0.0,0.0
충정로대우디오빌,서소문로 37(합동 117),15/6,2024,946.4,5.2,5.2
신촌푸르지오2단지(북아현1-2),북아현로1길 50(북아현동174),/,2024,564.2,3.1,3.1
신촌자이엘라,신촌로 149(대현동104-36),23/6,2024,1965.6,10.8,10.8
명지대학교,거북골로 34(남가좌동 50-3),/,2024,23186.8,127.4,0.0
스위스그랜드호텔,연희로 353(홍은동 201-1),/,2024,5132.4,28.2,28.2
서울여자간호대학,간호대로 38(홍제동 287-89),/,2024,6024.2,33.1,33.1
연세대학교(백양로재창조),연세로 50(신촌동 134),3/1,2024,14050.4,77.2,77.2
연세대학교(연대학술정보관),"신촌동 134 ,연세대",7/3,2024,8372.0,46.0,46.0
연세의료원(바이오메디칼센타),연대동문길 11-12(대신동 52),4/-,2024,9354.8,51.4,51.4
현대백화점신관,연세로 13(창천동 30-1),12/7,2024,6133.4,33.7,33.7
현대백화점,신촌로 83(창천동 30-33),12/6,2024,0.0,0.0,0.0
이화여대(ECC관),"이화여대길 52(대현동 11-1 ,이화여대)",/,2024,26426.4,145.2,0.0
김진성 ㈜버티고,연세로 8-1(창천동 18-58),15/6,2024,3712.8,20.4,20.4
연세의료원(오폐수처리장),"연세로 50(신촌동 134 ,연세의료원(오폐수처리장))",/,2024,327.6,1.8,1.8
동아일보사,충정로 29(충정로3가 139),17/6,2024,3039.4,16.7,16.7
백상빌딩,신촌로 231(북아현동221-7),5/2,2024,957.3,5.26,5.26
현대건설㈜,증산동223-15,33/3,2024,7898.8,43.4,43.4
디엠씨센트럴자이 1~4단지,"수색로 200(증산동 213-20 ,DMC센트럴자이 )",30/3,2024,20265.7,111.35,111.35
㈜중흥토건,진관동 76-40,1/4,2024,36946.0,203.0,0.0
㈜호반건설,대조동 2-9,28/6,2024,38511.2,211.6,211.6
힐데스하임,진관3로 11(진관동 64),16/3,2024,2406.0,13.22,13.22
은평성모병원,통일로 1021,17/7,2024,10610.6,58.3,58.3
SW메디컬빌딩,진관동 69,11/2,2024,902.7,4.96,4.96
삼정스포타임(이강*),강남대로 213(양재동 24-2),6/4,2024,8708.7,47.85,47.85
SPC1945,남부순환로 2620(양재동 11-149),20/6,2024,12328.7,67.74,67.74
서초리슈빌S글로벌,양재대로2길 8(우면동 787),10/3,2024,163.8,0.9,0.9
우면종합상가(우면사우나 등),바우뫼로7길 8,9/5,2024,1268.5,6.97,6.97
동원산업빌딩,마방로 68(양재동 275),20/7,2024,48757.8,267.9,267.9
LG전자 서초 R&D캠퍼스,양재대로11길 19(양재동 221),25/5,2024,13741.0,75.5,70.5
성수동2가 278-34 신축공사(에이치에스건설),성수동2가 278-34,8/5,2024,5366.0,29.48,29.48
팩토리얼성수(성수피에프브이원),연무장7길 15(성수동2가) ,10/5,2024,91.0,0.5,0.5
무학빌딩(한양산업개발),고산자로 202(행당동),5/2,2024,342.0,1.88,1.88
디엘이앤씨 주식회사,도곡동 946-11,20/6,2024,0.0,0.0,0.0
케이스퀘어강남2,강남대로 374(역삼동 826),20/4,2024,1583.4,8.7,8.7
스톤엘리시온 역삼,논현로 337(역삼동 790-9),11/4,2024,91.0,0.5,0.5
원에디션강남 공사현장,역삼동 653-4,20/5,2024,0.0,0.0,0.0
한국과학기술회관1관,테헤란로7길21(역삼동 635-1),1/4,2024,309.4,1.7,1.7
성광의료재단,봉은사로 156(역삼동 605),15/7,2024,3749.2,20.6,20.6
새롬빌딩,선릉로 551(역삼동 683-34),6/3,2024,3075.8,16.9,16.9
강남N타워,테헤란로129(역삼동 648-9),24/7,2024,906178.0,4979.0,4979.0
래미안대치팰리스2단지,삼성로51길 35(대치동 1027),35/3,2024,22276.8,122.4,122.4
L7 HOTELS강남타워,테헤란로415(삼성동 142-42),27/6,2024,145.6,0.8,0.8
삼성동센트럴아이파크,삼성로 629(삼성동 188),3/31,2024,5733.0,31.5,31.5
파르나스호텔,봉은사로 524(삼성동 159),29/6,2024,1547.0,8.5,9.3
위너청담 공사현장,청담동 106-4,20/4,2024,473.2,2.6,2.6
동덕여자대학교디자인대학,삼성로 762(청담동 49-21),7/4,2024,8153.6,44.8,44.8
aone청담빌딩,도산대로55길 48(청담동 83-2),5/3,2024,0.0,0.0,0.0
㈜성풍건설 공사현장,청담동 77-4,/,2024,112130.2,616.1,616.1
에스아청담빌딩,도산대로 449(청담동 97-5),15/4,2024,6315.4,34.7,34.7
㈜성풍건설 공사현장?,압구정동 479,/,2024,0.0,,
롯데건설㈜ 공사현장,언주로 720(논현동 106),4/1,2024,0.0,0.0,0.0
㈜성풍건설 공사현장?,논현동 6-2번지,9/5,2024,0.0,0.0,0.0
다산건설엔지니어링㈜,논현로175길 101-4(신사동 525-12),5/3,2024,4804.8,26.4,26.4
아이콘역삼빌딩,역삼동 706-19번지,15/7,2024,1583.4,8.7,8.7
자생한방병원,논현동 142-3번지,15/7,2024,2639.0,14.5,14.5
역삼 자이아파트,역삼동 711-1번지,31/3,2024,4550.0,25.0,25.0
현대자동차 글로벌비즈니스센터 공사현장,영동대로 512(삼성동 167),0/5,2024,65520.0,360.0,360.0
역삼 푸르지오시티,논현로85길 52(역삼동 735-17),15/7,2024,1929.2,10.6,10.6
삼성생명,일원로 121(일원본동 717),9/7,2024,637.0,3.5,3.5
티에이모토,논현로18길 9(개포동 1237),6/3,2024,3003.0,16.5,16.5
수서빌딩,광평로 281(수서동 715),16/7,2024,10628.8,58.4,58.4
튼튼영어빌딩,논현로 164(도곡동 514-2),10/3,2024,345.8,1.9,1.9
(주)서브원GS타워,논현로 508(역삼동 679),38/6,2024,2566.2,14.1,14.1
KB손해보험 강남사옥,테헤란로 117(역삼동 649-11),19/7,2024,1456.0,8.0,8.0
정헌빌딩,"테헤란로 516(대치동 944-1 ,정헌빌딩 )",10/3,2024,163.8,0.9,0.9
한국무역협회,영동대로 513(삼성동 159),54/6,2024,19383.0,106.5,106.5
대윤빌딩,"영동대로96길 34(삼성동 170 ,대윤빌딩 )",7/4,2024,0.0,0.0,0.0
리베라호텔,영동대로 737(청담동 53-7),15/5,2024,2165.8,11.9,11.9
㈜LG패션,압구정로 230(신사동 617-3),5/4,2024,509.6,2.8,2.8
KIDC빌딩,언주로 616(논현동 261-1),10/3,2024,491.4,2.7,2.7
광림교회,"압구정로22길 21(신사동 570-8 ,광림교회 )",5/4,2024,182.0,1.0,1.0
사단법인청권사,서울특별시 서초구  (방배동),3/1,2024,1880.1,10.33,10.33
래미안서초유니빌,서울특별시 서초구  서초중앙로 26(서초동),24/5,2024,4125.9,22.67,22.67
원베일리스퀘어(상가),서울특별시 서초구  반포대로 291,5/3,2024,24400.7,134.07,134.07
신반포르엘아파트 ,서울특별시 서초구  잠원로14길 48(잠원동,35/3,2024,4280.6,23.52,23.52
래미안 원베일리,서울특별시 서초구  반포대로 333,35/3,2024,36758.5,201.97,201.97
더프레임 서초,서울특별시 서초구  남부순환로 2341(서초동,15/3,2024,1161.2,6.38,6.38
서초센트럴IPARK,서울특별시 서초구  반포대로18길 36(서초동,33/6,2024,1326.8,7.29,7.29
블루힐65,반포대로30길 9(서초동),11/4,2024,358.5,1.97,1.97
"마제스타시티, 힐스테이트 서리풀",서초대로38길 12(서초동),22/7,2024,8950.8,49.18,49.18
장안삼성쉐르빌,장한로 119(장안동 371-1),30층/지하5층,2024,5041.4,27.7,27.7
이문KCC웰츠타워,이문로 136(이문동 292-10),15층/지하4층,2024,2275.0,12.5,12.5
한국외국어대학교,이문동 270,10층/지하3층,2024,3021.2,16.6,16.6
광석교회,왕산로26길 49(용두동 65-24),5층/지하3층,2024,2165.8,11.9,11.9
한화 역사(주) 청량리점,"왕산로 214(전농동 591-53 ,한화 역사(주) 청량리점 )",9층/지하3층,2024,600.6,3.3,3.3
(주)대성엠지엠 (동의보감타워),왕산로 128(용두동 787),18층/지하5층,2024,5460.0,30.0,30.0
