"건축물명","건축물 위치","층수(지상_지하)","연면적","조사년도","총발생량(톤)","일평균발생량(톤/일)","일평균이용현황(톤/일)_하천방류","일평균이용현황(톤/일)_도로청소","일평균이용현황(톤/일)_공원용수","일평균이용현황(톤/일)_화장실세척","일평균이용현황(톤/일)_건물용수","미사용_하수도방류(톤/일)","일평균이용현황(톤/일)_기타건물용수"
"성수e-BIZ센터","광나루로6길 35 (성수2가3동)","10/3","","2021","5575.20","30.30","","","","","","0.00",""
"에이스 성수타워 1차","광나루로8길 10 (성수2가3동)","12/5","","2021","5067.36","27.54","","","","","","27.54",""
"램킨중흥S클래스","아차산로13길 16 (성수2가3동)","8/3","","2021","1840.00","10.00","","","","","","10.00",""
"신창비바패밀리","천호대로 400 (용답동)","15/5","","2021","20591.44","111.91","","","","","","111.91",""
"길동 요양병원","길동 412-10","11/3","","2021","8155.00","44.30","","","","","","44.30",""
"서울~세종고속도로 건설공사( 안성 구리 건설공사13공구)","동남로 900-7","/","","2021","8977.00","48.80","","","","","","48.80",""
"서울~세종고속도로 건설공사( 안성 구리 건설공사13공구)","고덕동 302-3","/","","2021","12405.00","67.40","","","","","","67.40",""
"최00","","/","","2021","54.30","0.30","","","","","","0.30",""
"이평건설","반포동 723-3","/","","2021","4307.80","23.80","","","","","","23.80",""
"영동농협내곡지점","내곡동 341-10","/","","2021","977.40","5.40","","","","","","5.40",""
"도시형 생활주택 건설현장","서초동 1487-1","11/1","","2021","","","","","","","","0.00",""
"내곡동 소리박물관 신축공사","신원동 560","5/5","","2021","","","","","","","","0.00",""
"주거복합 신축공사 현장","방배동 756-4,5번지","/","","2021","186.00","6.00","","","","","","6.00",""
"양재 공영주차장 신축공사","양재동 90-2","4/3","","2021","","","","","","","","0.00",""
"교육연구시설","방배동 1023-1","7/3","","2021","","","","","","","","0.00",""
"양재 2030 청년주택 신축공사","서초동 1365-8","22/5","","2021","","","","","","","","0.00",""
"서초그랑자이(서초무지개아파트)","효령로 391","35/4","","2021","","","","","","","","0.00",""
"신반포15재건축","반포동 12","35/4","","2021","362.00","2.00","","","","","","2.00",""
"이화공영","서초동 1692-2","14/8","","2021","184.00","1.00","","","","","","1.00",""
"광림교회","압구정로22길 21(신사동 570-8 ,광림교회 )","5/4","","2021","149.00","0.81","","","","","","0.81","탄천"
"KT강북네트워크운영단","언주로 616(논현동 261-1)","10/3","","2021","486.00","2.64","","","","","","2.64","탄천"
"(주)신안관광-리베라호텔시설","영동대로 737(청담동 53-7)","15/5","","2021","3271.00","17.78","","","","","","17.78","탄천"
"(주)대윤기업","영동대로96길 34(삼성동 170 ,대윤빌딩 )","7/4","","2021","3.00","0.02","","","","","","0.02","탄천"
"한국무역협회","영동대로 513(삼성동 159)","54/6","","2021","11608.00","63.09","","","","","","63.09","탄천"
"(주)휴세코","테헤란로 117(역삼동 649-11)","19/7","","2021","960.00","5.22","","","","","","5.22","탄천"
"(주)서브원GS타워","논현로 508(역삼동 679)","38/6","","2021","1729.00","9.40","","","","","","9.40","탄천"
"(주)효성","광평로 281(수서동 715)","16/7","","2021","9127.00","49.60","","","","","","49.60","탄천"
"㈜태안모터스","논현로18길 9(개포동 1237)","6/3","","2021","10398.00","56.51","","","","","","56.51","탄천"
"삼성생명 일원동빌딩 신축공사(삼성중공업)","일원로 121(일원본동 717)","9/7","","2021","653.00","3.55","","","","","","3.55","탄천"
"역삼 푸르지오시티","논현로85길 52(역삼동 735-17)","15/7","","2021","1336.00","7.26","","","","","","7.26","탄천"
"역삼 자이아파트","역삼동 711-1번지","31/3","","2021","4.00","0.02","","","","","","0.02","탄천"
"자생한방병원 논현사옥 신축공사(㈜한화건설)","논현동 142-3번지","15/7","","2021","1449.00","7.88","","","","","","7.88","탄천"
"역삼오피스빌딩 신축공사(CJ건설㈜)","역삼동 706-19번지","15/7","","2021","2501.00","13.59","","","","","","13.59","탄천"
"SK 이노베이션㈜","종로 26(서린동, SK 이노베이션(주) 총무팀) ","35/7","","2021","25958.00","141.08","","","","","","141.08",""
"종로타워","종로 51(종로2가) ","24/6","","2021","41763.00","226.97","","","","","","177.97",""
"흥국생명보험㈜","새문안로 68(신문로1가) ","19/3","","2021","5202.00","28.27","","","","","","28.27",""
"흥국생명보험㈜","새문안로 68(신문로1가)","19/3","","2021","2024.00","11.00","","","8.00","","","3.00",""
"정부중앙청사별관","사직로8길 60(도렴동) ","16/6","","2021","4839.20","26.30","","","17.00","","","9.30",""
"오피시아관리사무소","새문안로 92(신문로1가) ","24/8","","2021","810.00","4.40","","","0.00","","","4.40",""
"국립현대미술관","삼청로 30(소격동,서울관 ) ","3/3","","2021","16376.00","89.00","","","","","","89.00",""
"금융감독원","효자로 11(통의동) ","4/2","","2021","92.00","0.50","","","","","","0.50",""
"(주)SERVEONE) (주)서브원","필운대로 80(옥인동) ","5/3","","2021","5398.56","29.34","","","11.00","","","18.34",""
"종로청계힐스테이트","숭인동길 21(숭인동)","18/?","","2021","12151.00","66.04","","","22.00","","","44.04",""
"소나무㈜","동호로38길 24(종로5가)","5/2","","2021","984.00","5.35","","","","","","5.35",""
"서울대병원(외래암센터)","대학로 101(연건동 ,서울대학교병원 ) ","6/4","","2021","465.00","2.53","","","","","","2.53",""
"(주)한국투자사모종로플레이스","창경궁로 120(인의동)","14/7","","2021","5280.00","28.70","","","","","","10.70",""
"(주)한국투자사모종로플레이스","창경궁로 120(인의동) ","14/7","","2021","5280.00","28.70","","","","","","10.70",""
"(주)한국투자사모종로플레이스","창경궁로 120(인의동) ","14/7","","2021","1449.00","7.88","","","","","","7.88",""
"(주)한국투자사모종로플레이스"," 창경궁로 120(인의동) ","14/7","","2021","1365.00","7.42","","","","","","7.42",""
"지에스건설","종로 33(청진동) ","24/7","","2021","26105.00","141.88","","","","","","84.88",""
"지에스건설","종로 33(청진동) ","24/7","","2021","1382.00","7.51","","","","","","7.51",""
"대림산업(주)광화문D타워","청진동 249 ","23/8","","2021","805.00","4.38","","","","","","4.38",""
"중계센트럴파크","덕릉로115다길 40 (상계3,4동 1323)","17/2","","2021","1026.00","5.67","","","","","","5.67",""
"연세방병원","동일로 989 (공릉1동 680-10)","15/2","","2021","1020.00","5.64","","","","","","5.64",""
"우화빌딩","동일로190길 65 (공릉1동392-21)","9/3","","2021","858.00","4.74","","","","","","4.74",""
"방사선융합연구센터","노원로 75 원자력의학원(공릉2동 215-4)","6/3","","2021","1064.28","5.88","","","","","","5.88",""
"꿈의숲 SK뷰 아파트","월계로42길 97 (월계1동 531)","20/2","","2021","1944.00","10.74","","","","","","10.74",""
"광운학술정보관","광운로 20 광운대학교(월계1동 447-1)","4/3","","2021","513.00","2.83","","","","","","2.83",""
"월계문화체육센터","월계로 296-17(월계1동 569-1)","5/1","","2021","2274.00","12.56","","","","","","12.56",""
"상계역센트럴푸르지오아파트","수락산로 4길 17","28/3","","2021","5507.00","30.43","","","","","","30.43",""
"우은빌딩","공릉동 441-92","6/4","","2021","24.33","0.13","","","","","","0.13",""
"대덕프라자","노원로 1길 67","5/3","","2021","1086.00","6.00","","","","","","6.00",""
"공릉8단지 청솔아파트","노원로 1가길 10","15/3","","2021","2730.86","15.09","","","","","","15.09",""
"와우패션클럽","노해로 507","8/7","","2021","931.79","5.15","","","","","","5.15",""
"큐비스트 빌딩","상계로 84","8/3","","2021","130.32","0.72","","","","","","0.72",""
"금호프라자","상계로 5길 32","7/4","","2021","173.76","0.96","","","","","","0.96",""
"노빌리안골드","노해로 452","14/4","","2021","1876.61","10.37","","","","","","10.37",""
"기업은행","노해로 489","10/3","","2021","1811.45","10.01","","","","","","10.01",""
"월계 2차 한일아파트","석계로 13길 6-10","19/3","","2021","342.00","1.89","","","","","","1.89",""
"현대아파트","석계로 49","27/3","","2021","1998.24","11.04","","","","","","11.04",""
"중계두타빌","중계동 360-9","7/4","","2021","1254.00","6.93","","","","","","6.93",""
"현대백화점(미아점)","동소문로 315","11층/5층","","2021","16346.56","88.84","","","","","","88.84",""
"홀리데이인 성북","종암로 123","10층/3층","","2021","960.48","5.22","","","","","","5.22",""
"도원교통","정릉로10길 17","3층/1층","","2021","2219.04","12.06","","","","","","12.06",""
"성북구 재활용 집하장","한천로58길 293","1층/2층","","2021","93472.00","508.00","508.00","","","","","0.00","우이천"
"래미안포레카운티(장위1구역)","장위동 144-24(장월로160)","29층/1층","","2021","32411.60","176.15","","","","","","176.15",""
"래미안장위퍼스트하이(장위5구역)","장위동 173-114","32층/2층","","2021","45817.84","249.01","","","","","","249.01",""
"과기원L3연구동건설현장","화랑로14길 5","6층/2층","","2021","20164.56","109.59","","","","","","109.59",""
"래미안아트리치(석관2구역)","돌곶이로8길 22","23층/2층","","2021","13987.68","76.02","","","","","","76.02",""
"길음서희스타힐스","동소문로 284(하월곡동 229)","23층/6층","","2021","7383.92","40.13","","","","","","40.13",""
"서울성북미디어문화마루","길음로7길 20","4층/2층","","2021","2423.28","13.17","","","","","","13.17",""
"보문제2구역 주택재개발(보문2구역)","보문로1가 60-2","18층/2층","","2021","2266.88","12.32","","","","","","12.32",""
"씨엔에스유통주 미아셀프주유소","서울특별시 강북구  도봉로 200(미아동 197-14)","/","","2021","204.00","1.11","","","","","","0.00",""
"비전딜딩","서울특별시 강북구  도봉로 190(미아동 121-20)","8/1","","2021","272.00","1.48","","","","","","0.00",""
"강북제일교회","서울특별시 강북구  도봉로 214(미아동 196)","5/3","","2021","8640.00","46.96","","","","","","46.96",""
"수유역푸르지오시티","   , (지하)( )","20/3","","2021","1463.00","7.95","","","","","","7.95",""
"에코피아빌딩운영위원회","서울특별시 강북구  도봉로 30(미아동 35-5 ,에코피아빌딩 )","12/4","","2021","5456.00","29.65","","","","","","0.00",""
"주식회사 인커스","서울특별시 강북구  도봉로 136(미아동 131-30)","/","","2021","651.00","3.54","","","","","","0.00",""
"롯데백화점","서울특별시 강북구  도봉로 62(미아동 70-6)","10/7","","2021","8384.00","45.57","","","","","","0.00",""
"서울시새활용플라자","자동차시장길49 (용답동)","5/2","","2021","88136.00","479.00","477.70","","1.30","","","0.00","중랑천"
"오르세오피스텔","자동차시장1길 94-15 (용답동)","12/3","","2021","1948.56","10.59","","","","","","10.59",""
"서희스타힐스 오피스텔","가람길287 (용답동)","15/4","","2021","7904.82","42.96","","","42.96","","","0.00",""
"엘티삼보㈜","옥수동168-5 (옥수동)","0/0","","2021","12959.12","70.43","","","","","","70.43",""
"성수생각공장데시앙플렉스","아차산로17길 49 (성수동2가)","20/4","","2021","5623.04","30.56","","","","","","30.56",""
"성수동SKV1센터1","성수동2가 280 (성수동2가)","17/4","","2021","43479.20","236.30","","","","","","236.30",""
"더리브세종타워II","아차산로 126 (성수동2가)","15/7","","2021","22030.32","119.73","","","","","","119.73",""
"성수역SKV1센터","연무장5가길 25 (성수동2가)","17/5","","2021","3650.56","19.84","","","","","","19.84",""
"페코텍글로벌허브빌딩","동일로 169 (성수동2가)","13/2","","2021","9374.80","50.95","","","","","","50.95",""
"블루스톤타워","연무장5길 9-16 (성수동2가)","12/5","","2021","34203.76","185.89","","","","","","185.89",""
"서울숲AK밸리지식산업센터","성수일로 99 (성수동1가)","15/3","","2021","2079.20","11.30","","","","","","11.30",""
"서울숲더？아파트 상가","왕십리로241 (행당동)","5/2","","2021","10287.44","55.91","","","","","","55.91",""
"우린문화재단","연무장7길 11 (성수동2가)","12/6","","2021","5790.48","31.47","","","","","","31.47",""
"우리W타워","아차산로15길 19 (성수동2가)","13/4","","2021","861.12","4.68","","","","","","4.68",""
"백영성수센터","성수일로 56 (성수동2가)","13/4","","2021","432.40","2.35","","","","","","2.35",""
"성수역 현대테라스타워","연무장5가길 7 (성수동2가)","15/4","","2021","14399.84","78.26","","","","","","78.26",""
"하우스디세종타워","성수일로10길 26 (성수동2가)","18/5","","2021","4233.84","23.01","","","","","","23.01",""
"더스페이스성수","광나루로 144 (성수동1가)","14/2","","2021","3144.56","17.09","","","","","","17.09",""
"한성자동차 용답서비스센터","용답동 238-8 (용답동)","8/3","","2021","301.94","1.64","","","","","","1.64",""
"서울숲ICT센터","성수일로10 (성수동1가)","16/3","","2021","1551.12","8.43","","","","","","8.43",""
"서울숲M타워","뚝섬로1길 31 (성수동1가)","15/3","","2021","754.40","4.10","","","","","","4.10",""
"왕십리교회","난계로 160 (상왕십리동)","10/6","","2021","3023.12","16.43","","","","","","16.43",""
"아크로 서울포레스트","왕십리로 83-21 (성수동1가)","33/7","","2021","36303.20","197.30","","","","","","197.30",""
"서울숲에이원센터","상원12길 34 (성수동1가)","15/5","","2021","16379.68","89.02","","","","","","89.02",""
"브라다리빙텔","자동차시장1길 73 (용답동)","18/4","","2021","185.84","1.01","","","","","","1.01",""
"구의아크로리버","구의강변로 64","37/5","","2021","18.00","0.10","","","","","","0.10",""
"스타시티영존","능동로 110","12/5","","2021","14460.00","80.33","","","","","","80.33",""
"이튼타워","능동로 18","25/3","","2021","3162.00","17.57","","","","","","17.57",""
"두산위브파크","광나루로 369","20/5","","2021","102.00","0.28","","","","","","0.00",""
"광진아크로텔 관리지원센터","아차산로 355","24/5","","2021","7578.00","42.10","","","","","","0.00",""
"건국대학교병원","능동로 120-1","13/4","","2021","78.00","0.43","","","0.04","","","0.35","성북천"
"건국대학교 신공학관","능동로 120-1","12/2","","2021","5115.00","28.42","","","2.84","","","0.00",""
